[INFO] Scanning for projects...
[WARNING] 
[WARNING] Some problems were encountered while building the effective model for org.nlopt4j:optimizer:jar:1.0-SNAPSHOT
[WARNING] 'build.plugins.plugin.version' for org.apache.maven.plugins:maven-compiler-plugin is missing. @ line 20, column 15
[WARNING] 
[WARNING] Some problems were encountered while building the effective model for org.nlopt4j:libnlopt4j:jnilib:1.0-SNAPSHOT
[WARNING] 'build.plugins.plugin.version' for org.apache.maven.plugins:maven-compiler-plugin is missing. @ org.nlopt4j:parent:1.0-SNAPSHOT, /Users/patrickli/git/nlopt4j/pom.xml, line 14, column 15
[WARNING] 'build.plugins.plugin.version' for org.apache.maven.plugins:maven-surefire-plugin is missing. @ line 65, column 15
[WARNING] 'build.plugins.plugin.version' for org.codehaus.mojo:native-maven-plugin is missing. @ line 28, column 15
[WARNING] 
[WARNING] Some problems were encountered while building the effective model for org.nlopt4j:parent:pom:1.0-SNAPSHOT
[WARNING] 'build.plugins.plugin.version' for org.apache.maven.plugins:maven-compiler-plugin is missing. @ line 14, column 15
[WARNING] 
[WARNING] It is highly recommended to fix these problems because they threaten the stability of your build.
[WARNING] 
[WARNING] For this reason, future Maven versions might no longer support building such malformed projects.
[WARNING] 
[INFO] ------------------------------------------------------------------------
[INFO] Reactor Build Order:
[INFO] 
[INFO] parent                                                             [pom]
[INFO] optimizer                                                          [jar]
[INFO] libnlopt4j                                                      [jnilib]
[INFO] 
[INFO] -------------------------< org.nlopt4j:parent >-------------------------
[INFO] Building parent 1.0-SNAPSHOT                                       [1/3]
[INFO] --------------------------------[ pom ]---------------------------------
[INFO] 
[INFO] -----------------------< org.nlopt4j:optimizer >------------------------
[INFO] Building optimizer 1.0-SNAPSHOT                                    [2/3]
[INFO] --------------------------------[ jar ]---------------------------------
[WARNING] The POM for Stock-analysis:Stock-analysis:jar:0.0.1-SNAPSHOT is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
[INFO] 
[INFO] --- maven-resources-plugin:2.6:resources (default-resources) @ optimizer ---
[WARNING] Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
[INFO] skip non existing resourceDirectory /Users/patrickli/git/nlopt4j/maven-java/src/main/resources
[INFO] 
[INFO] --- maven-compiler-plugin:3.1:compile (default-compile) @ optimizer ---
[INFO] Nothing to compile - all classes are up to date
[INFO] 
[INFO] --- maven-resources-plugin:2.6:testResources (default-testResources) @ optimizer ---
[WARNING] Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
[INFO] skip non existing resourceDirectory /Users/patrickli/git/nlopt4j/maven-java/src/test/resources
[INFO] 
[INFO] --- maven-compiler-plugin:3.1:testCompile (default-testCompile) @ optimizer ---
[INFO] No sources to compile
[INFO] 
[INFO] --- maven-surefire-plugin:2.12.4:test (default-test) @ optimizer ---
[INFO] No tests to run.
[INFO] 
[INFO] -----------------------< org.nlopt4j:libnlopt4j >-----------------------
[INFO] Building libnlopt4j 1.0-SNAPSHOT                                   [3/3]
[INFO] -------------------------------[ jnilib ]-------------------------------
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:initialize (default-initialize) @ libnlopt4j ---
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:unzipinc (default-unzipinc) @ libnlopt4j ---
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:javah (default-javah) @ libnlopt4j ---
[INFO] /bin/sh -c cd '/Users/patrickli/git/nlopt4j/maven-macosx/target' && 'javah' '-o' '/Users/patrickli/git/nlopt4j/include/nlopt_jni.h' '-classpath' '/Users/patrickli/git/nlopt4j/maven-macosx/target/classes:/Users/patrickli/git/nlopt4j/maven-java/target/classes:/Users/patrickli/.m2/repository/junit/junit/4.11/junit-4.11.jar:/Users/patrickli/.m2/repository/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar:/Users/patrickli/.m2/repository/Stock-analysis/Stock-analysis/0.0.1-SNAPSHOT/Stock-analysis-0.0.1-SNAPSHOT.jar:/Users/patrickli/.m2/repository/org/apache/commons/commons-lang3/3.9/commons-lang3-3.9.jar' 'org.nlopt4j.optimizer.NLopt'
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:compile (default-compile) @ libnlopt4j ---
[INFO] 
[INFO] --- native-maven-plugin:1.0-alpha-11:link (default-link) @ libnlopt4j ---
[INFO] /bin/sh -c cd '/Users/patrickli/git/nlopt4j/maven-macosx/target' && 'gcc' '-dynamiclib' '-framework' 'JavaVM' '/Users/patrickli/nlopt/lib/libnlopt.dylib' '-o' '/Users/patrickli/git/nlopt4j/maven-macosx/target/libnlopt4j.jnilib' 'objs/nlopt_jni.o'
[INFO] 
[INFO] --- maven-resources-plugin:3.1.0:testResources (default-testResources) @ libnlopt4j ---
[WARNING] Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
[INFO] skip non existing resourceDirectory /Users/patrickli/git/nlopt4j/maven-macosx/src/test/resources
[INFO] 
[INFO] --- maven-compiler-plugin:3.8.1:testCompile (default-testCompile) @ libnlopt4j ---
[INFO] Nothing to compile - all classes are up to date
[INFO] 
[INFO] --- maven-surefire-plugin:3.0.0-M4:test (default-test) @ libnlopt4j ---
[INFO] 
[INFO] -------------------------------------------------------
[INFO]  T E S T S
[INFO] -------------------------------------------------------
[INFO] Running org.nlopt4j.optimizer.TestAlgoPerformance_CRS2_LM
##########09:18:37 NLOPT_Start_Time
Run,RSIMagnitude,RSILowerThan,SMAMagnitude,VolumeHigherThan,ReentryRSIMagnitude,ReentryRSILowerThan,TakeProfit,StopLoss,StartExecute,EndExecute,NetProfit,AnnualIncrement,TotalTradedVolume
631,9,37.63,45,1.87,300,48.02,1.32,0.77,13:15:12,13:15:35,2292661.8565620002,0.11386159777520866,6.1328590653799996E7
632,9,40.0,80,1.73,300,48.57,1.28,0.75,13:15:35,13:15:57,2525556.817303,0.11866265369408069,6.676848321969998E7
633,9,35.49,51,1.54,167,49.23,1.33,0.77,13:15:57,13:16:14,1673939.9836249996,0.09877971835346222,4.526409018749999E7
634,9,40.0,61,1.89,300,50.0,1.3,0.75,13:16:14,13:16:36,1918585.6695120004,0.10521748606216308,4.94922662188E7
635,9,33.66,45,1.89,207,47.82,1.31,0.78,13:16:36,13:16:53,1771111.3318999999,0.10142291959743366,5.156472980000002E7
636,9,40.0,62,1.78,300,50.0,1.32,0.75,13:16:53,13:17:16,2558786.129931,0.11931679582167609,6.22522603669E7
637,9,39.2,54,1.81,241,49.96,1.31,0.75,13:17:16,13:17:35,1633143.4602150002,0.09763296462602389,4.822424973849997E7
638,9,40.0,57,1.84,300,50.0,1.32,0.75,13:17:36,13:17:58,1964995.7246419997,0.10636214231252472,5.78420639658E7
639,9,35.35,40,1.81,193,49.09,1.33,0.76,13:17:58,13:18:14,497341.8245580001,0.0500891339691365,2.274316958420001E7
640,9,40.0,67,1.83,300,50.0,1.31,0.75,13:18:14,13:18:35,1270698.344062,0.08629699099517163,3.616264257380002E7
641,9,40.0,78,1.8,300,49.74,1.32,0.75,13:18:35,13:18:56,1484166.90338,0.09324049770886855,3.840853790199999E7
642,9,39.99,52,1.84,300,50.0,1.32,0.75,13:18:56,13:19:19,1522520.2560180002,0.0944037070594661,4.0495278698199995E7
643,9,36.46,46,1.78,178,49.59,1.29,0.75,13:19:19,13:19:36,2525252.7769849994,0.11865663477539967,6.815275782150002E7
644,9,38.99,55,1.87,218,49.97,1.33,0.75,13:19:36,13:19:55,1540968.3668329997,0.09495495582717073,3.965789716669999E7
645,9,40.0,57,1.82,300,50.0,1.32,0.75,13:19:55,13:20:18,1960239.5680749994,0.10624586643629308,5.24929878125E7
646,9,40.0,81,1.84,300,50.0,1.32,0.75,13:20:18,13:20:39,1538340.615299,0.09487675724902567,3.985794887009998E7
647,9,40.0,41,1.81,300,50.0,1.31,0.75,13:20:39,13:21:02,1897907.9949270003,0.10470014929847404,4.888017431729999E7
648,9,36.8,46,1.68,267,49.22,1.27,0.77,13:21:02,13:21:23,2578761.9049699996,0.11970656517052758,7.1662977113E7
649,9,40.0,64,1.64,293,46.93,1.27,0.79,13:21:23,13:21:46,2415373.2496619993,0.11644006672506602,7.689766859380002E7
650,9,35.6,54,1.89,300,50.0,1.33,0.77,13:21:46,13:22:07,1751024.9597909998,0.10088634402729713,4.868765435089996E7
651,9,40.0,58,1.78,300,49.99,1.31,0.75,13:22:07,13:22:30,1214269.504599,0.08431158048891763,4.10006531001E7
652,9,38.82,52,1.82,300,49.27,1.31,0.76,13:22:30,13:22:52,1087069.8145420002,0.07956514222653,3.7826491595799975E7
653,9,40.0,58,1.82,299,50.0,1.32,0.75,13:22:52,13:23:14,2876801.160559,0.12523553537926246,7.22663948241E7
654,9,34.95,38,1.62,214,47.82,1.31,0.77,13:23:14,13:23:33,2105286.097749,0.1096915380084722,4.990906915509999E7
655,9,40.0,64,1.75,287,50.0,1.31,0.75,13:23:33,13:23:54,2191289.274462,0.11164250750657834,5.58034805838E7
656,9,40.0,62,1.91,220,50.0,1.31,0.75,13:23:54,13:24:14,1401928.4141250004,0.09066405846526271,4.755393116749999E7
657,9,40.0,57,1.74,300,50.0,1.32,0.75,13:24:14,13:24:35,1094832.354664,0.07986642380563658,3.3936247083600014E7
658,9,35.53,52,1.77,175,48.85,1.34,0.76,13:24:35,13:24:52,1719765.626708,0.10004128853449745,4.125934266919998E7
659,9,40.0,58,1.83,300,50.0,1.31,0.75,13:24:52,13:25:14,1904398.292359,0.10486302679535742,5.1941100634099975E7
660,9,40.0,54,1.76,300,50.0,1.32,0.75,13:25:14,13:25:37,2307086.9145119996,0.11417064709571934,5.3155836358799994E7
661,9,39.02,59,1.75,218,47.52,1.3,0.75,13:25:37,13:25:56,1243159.0618659998,0.08533665820603575,3.9019730853400014E7
662,9,40.0,56,1.86,300,50.0,1.32,0.75,13:25:56,13:26:18,2551935.836662,0.11918253622776409,6.539521726379998E7
663,9,40.0,52,1.68,229,49.08,1.27,0.75,13:26:18,13:26:39,2098147.9622809994,0.10952664460664474,6.077368055189999E7
664,9,35.31,50,1.76,300,48.37,1.31,0.78,13:26:39,13:27:00,1333539.122161,0.08842977617199677,4.83145189539E7
665,9,40.0,61,1.89,300,50.0,1.33,0.75,13:27:00,13:27:21,1302361.1132649996,0.08738154300961054,3.6350727453499995E7
666,9,38.34,49,1.87,265,50.0,1.35,0.75,13:27:21,13:27:40,607620.36648,0.05691277891056501,2.1628371801999997E7
667,9,40.0,59,1.81,300,50.0,1.3,0.75,13:27:40,13:28:02,1221307.88885,0.08456302194721532,3.532076529500002E7
668,9,40.0,58,1.83,227,49.06,1.3,0.75,13:28:02,13:28:22,1939950.2756780004,0.10574721994135672,5.85601708322E7
669,9,40.0,56,1.82,300,50.0,1.32,0.75,13:28:22,13:28:45,2269955.083955,0.113371791849191,5.4579371394499965E7
670,9,39.1,53,1.69,222,48.35,1.27,0.77,13:28:45,13:29:05,2344972.158934,0.11497464772018562,7.113072135660002E7
671,9,40.0,63,1.84,298,50.0,1.35,0.75,13:29:05,13:29:26,1291151.5858560002,0.08699992735879336,3.0781505844400004E7
672,9,40.0,55,1.82,300,49.99,1.31,0.75,13:29:26,13:29:48,1592250.908189,0.09646020347229478,4.763955155110001E7
673,9,34.45,51,1.75,240,49.7,1.31,0.76,13:29:48,13:30:06,1600398.4139270002,0.09669577466300505,4.3568219047299996E7
674,9,40.0,57,1.84,300,50.0,1.32,0.75,13:30:06,13:30:29,2211324.398216,0.11208780423058862,5.426629200840003E7
675,9,39.64,55,1.74,230,49.46,1.29,0.75,13:30:29,13:30:49,1313640.514718,0.08776298604894306,4.444977783820001E7
676,9,40.0,57,1.84,300,50.0,1.34,0.75,13:30:49,13:31:10,1765355.4079030002,0.10126966634926737,3.9673035569699995E7
677,9,40.0,52,1.78,300,50.0,1.31,0.75,13:31:10,13:31:32,1360105.327592,0.089308065910362,3.819489174079999E7
678,9,40.0,58,1.87,300,50.0,1.32,0.75,13:31:32,13:31:54,1798967.5410109996,0.10215892902809287,5.308709007889998E7
679,9,38.76,51,1.71,178,49.52,1.31,0.76,13:31:54,13:32:12,1264849.428802,0.0860943765137323,3.822451587980001E7
680,9,40.0,61,1.89,300,50.0,1.33,0.75,13:32:12,13:32:34,1170778.4384269998,0.0827328164960981,3.2265448767300006E7
681,9,37.34,43,1.68,182,48.62,1.31,0.76,13:32:34,13:32:52,1150397.978148,0.08197766679300234,3.63987926952E7
682,9,40.0,64,1.88,300,50.0,1.32,0.75,13:32:52,13:33:13,1542638.8400849998,0.09500461189696185,4.443602945149998E7
683,9,37.0,53,1.85,263,48.48,1.34,0.77,13:33:13,13:33:33,1942544.7782760002,0.10581122329994064,4.754085184239999E7
684,9,40.0,58,1.82,300,50.0,1.29,0.75,13:33:33,13:33:56,2806380.438677,0.12397504619607647,7.822127060230003E7
685,9,36.3,43,1.71,208,47.9,1.31,0.78,13:33:56,13:34:15,1629410.45802,0.09752688793083175,5.329812871799998E7
686,9,40.0,64,1.84,300,50.0,1.32,0.75,13:34:15,13:34:37,1916462.699709,0.10516458275252538,5.280319859910001E7
687,9,37.83,75,1.88,300,50.0,1.35,0.75,13:34:37,13:34:56,1315158.118193,0.08781411440945242,3.246182450070002E7
688,9,40.0,56,1.8,299,50.0,1.29,0.75,13:34:56,13:35:18,1092754.092215,0.0797859182270586,3.687361592850001E7
689,9,38.73,58,1.83,206,48.69,1.29,0.76,13:35:18,13:35:37,930348.17879,0.07311271023765209,3.808996926100001E7
690,9,40.0,56,1.82,300,50.0,1.34,0.75,13:35:37,13:35:58,962309.4712280002,0.07448963215746907,2.8637801307200015E7
691,10,37.12,69,1.8,260,47.28,1.27,0.75,13:35:58,13:36:17,1076244.2776540003,0.07914229333115452,3.21937076846E7
692,9,40.0,48,1.83,300,50.0,1.34,0.75,13:36:17,13:36:38,1167261.858171,0.08260323043109108,2.8083493182900004E7
693,9,40.0,60,1.69,260,50.0,1.31,0.75,13:36:38,13:36:59,1707664.277124,0.0997108042104955,4.130644159760002E7
694,9,39.99,55,1.86,300,50.0,1.32,0.75,13:36:59,13:37:21,2898673.904688,0.12562164476989102,6.761453620119998E7
695,9,40.0,60,1.71,265,49.83,1.33,0.75,13:37:21,13:37:42,1619970.502656,0.09725777049544915,3.68064641644E7
696,9,40.0,56,1.88,300,50.0,1.31,0.75,13:37:42,13:38:05,2343993.5907290005,0.11495401857055243,6.061550738710004E7
697,9,40.0,67,1.96,273,49.49,1.31,0.75,13:38:05,13:38:25,1294098.2600610002,0.087100490387644,3.245557979390001E7
698,9,39.99,50,1.82,300,50.0,1.32,0.75,13:38:25,13:38:47,2066495.4451740002,0.1087897969197007,5.57149642226E7
699,9,40.0,61,1.84,300,49.23,1.31,0.76,13:38:47,13:39:09,1175094.09407,0.08289144683632799,3.9013171702999994E7
700,9,40.0,52,1.81,300,50.0,1.32,0.75,13:39:09,13:39:32,2333127.425193,0.11472446073464826,6.203239514069996E7
701,9,39.19,49,1.88,252,49.48,1.31,0.75,13:39:32,13:39:53,2453291.7320399988,0.11721446179347583,6.171807621600004E7
702,9,34.12,30,1.65,96,47.53,1.26,0.77,13:39:53,13:40:08,2138220.0186479995,0.11044635247536005,6.306182726519998E7
703,9,37.4,50,1.77,211,49.1,1.3,0.75,13:40:08,13:40:27,2165254.949566,0.11105876351824917,5.8677288533400014E7
704,9,40.0,65,1.92,293,50.0,1.35,0.75,13:40:27,13:40:49,913570.9848239999,0.07237627325949969,2.859916641760001E7
705,9,40.0,56,1.76,300,49.99,1.31,0.75,13:40:49,13:41:10,1823664.2183370003,0.10280373863965608,5.26760238163E7
706,9,40.0,62,1.99,287,50.0,1.35,0.75,13:41:10,13:41:32,1710027.9771669998,0.09977550461749574,3.966076754330002E7
707,9,40.0,55,1.7,300,49.99,1.3,0.75,13:41:32,13:41:54,1281268.6544999997,0.08666134966597538,3.883771361999998E7
708,9,40.0,66,1.91,300,50.0,1.29,0.75,13:41:54,13:42:15,903125.623561,0.07191287181679895,2.7797978013899993E7
709,9,40.0,49,1.74,300,50.0,1.33,0.75,13:42:15,13:42:38,499302.9412730001,0.050218121638151425,2.6434589242700007E7
710,9,40.0,53,1.83,300,48.76,1.34,0.75,13:42:38,13:42:59,1919586.096357,0.10524239951260328,4.00924020743E7
711,9,39.99,59,1.82,300,50.0,1.31,0.75,13:42:59,13:43:21,752253.2246930001,0.06475564325039662,3.3341473340700004E7
712,9,37.88,49,1.78,208,49.54,1.32,0.75,13:43:21,13:43:40,2046792.041141,0.1083263731453814,5.300580775589997E7
713,9,35.87,33,1.89,187,49.69,1.31,0.75,13:43:40,13:43:58,1663989.9207430005,0.09850212150158888,4.33661152357E7
714,9,40.0,74,1.77,300,50.0,1.32,0.75,13:43:58,13:44:20,2007771.3560119998,0.10739759550926298,5.4506348028799996E7
715,9,37.97,52,1.86,232,50.0,1.3,0.75,13:44:20,13:44:38,775050.8889220003,0.06589736451531181,2.388127269779999E7
716,9,40.0,57,1.79,300,50.0,1.32,0.75,13:44:38,13:44:59,1369596.309482,0.08961860739001248,4.054456085180003E7
717,9,40.0,61,1.94,300,50.0,1.33,0.75,13:44:59,13:45:20,957770.5982389997,0.07429612489018766,3.160791303610002E7
718,9,40.0,54,1.76,300,50.0,1.31,0.75,13:45:20,13:45:41,1007895.6682689998,0.07639728168692939,2.9041847423099995E7
719,9,38.94,38,1.77,174,48.41,1.3,0.76,13:45:41,13:46:00,2264288.682988,0.11324892145731269,6.634486138119998E7
720,9,39.64,61,1.71,261,49.3,1.31,0.75,13:46:00,13:46:22,2069921.0933769993,0.10886999387384,4.823939110230002E7
721,9,36.76,55,1.88,287,49.4,1.32,0.75,13:46:22,13:46:43,2171997.2958800006,0.11121050093746354,6.281281858199997E7
722,9,37.17,52,1.78,117,48.82,1.31,0.76,13:46:43,13:46:58,1688452.7744979998,0.09918223655936309,3.867927352019998E7
723,9,40.0,61,1.84,300,50.0,1.32,0.75,13:46:58,13:47:21,2498900.5748290005,0.11813260254545654,6.253996296709998E7
724,9,38.92,51,1.7,247,48.21,1.27,0.76,13:47:21,13:47:41,2223850.289717,0.11236449081206668,6.545097184829997E7
725,9,37.74,30,1.86,215,49.93,1.31,0.76,13:47:41,13:48:01,1262547.0170149999,0.08601442039232965,3.745693066849998E7
726,9,40.0,65,1.82,300,50.0,1.32,0.75,13:48:01,13:48:23,1478044.112299,0.09305260556823192,4.150520372009997E7
727,9,38.47,56,1.71,239,48.65,1.32,0.75,13:48:23,13:48:44,2716840.3763010004,0.12233253786861109,6.3178356879899964E7
728,9,35.75,43,1.63,134,47.45,1.29,0.77,13:48:44,13:49:00,2190868.940593,0.11163312885969523,6.23991795607E7
729,9,38.57,39,1.78,255,48.45,1.29,0.77,13:49:00,13:49:21,1395863.334514,0.0904693914136998,4.618059055859999E7
730,9,40.0,67,1.83,300,50.0,1.33,0.75,13:49:21,13:49:43,1456957.3540800002,0.09240077171964156,3.802688580200001E7
731,9,37.23,39,1.95,199,50.0,1.32,0.75,13:49:43,13:50:01,1242590.481039,0.08531665995511584,3.11914690961E7
732,9,40.0,64,1.74,300,50.0,1.31,0.75,13:50:01,13:50:22,1489395.1711729998,0.09340045508985728,3.8434634182700016E7
733,9,34.38,49,1.81,251,47.5,1.34,0.79,13:50:22,13:50:41,1292181.2588439998,0.08703508776012625,4.2705131415599994E7
734,9,40.0,63,1.84,300,50.0,1.3,0.75,13:50:41,13:51:03,1984448.0169210006,0.10683529933629399,5.861734214790002E7
735,9,39.94,66,1.77,300,49.28,1.31,0.75,13:51:03,13:51:25,1535411.427906,0.09478946306085279,4.20883060294E7
736,9,40.0,48,1.86,300,50.0,1.32,0.75,13:51:25,13:51:47,2628355.2757120007,0.1206632376577983,5.979619615879999E7
737,9,40.0,72,1.73,300,50.0,1.31,0.75,13:51:47,13:52:08,866775.2173339999,0.07026986415253966,2.98534463866E7
738,9,40.0,49,1.87,300,50.0,1.32,0.75,13:52:08,13:52:31,2409572.24626,0.11632068987898503,5.5431408933999985E7
739,9,39.92,59,1.77,224,49.24,1.31,0.75,13:52:31,13:52:51,1787824.7565110002,0.10186563732802267,4.7885035178899996E7
740,9,40.0,56,1.84,300,50.0,1.32,0.75,13:52:51,13:53:14,2430550.7687219996,0.11675125717964452,5.9784995997800015E7
741,9,40.0,82,1.84,300,50.0,1.32,0.75,13:53:14,13:53:35,1512490.8628739999,0.09410178999692098,4.283752229259999E7
742,9,39.99,47,1.81,300,50.0,1.32,0.75,13:53:35,13:53:57,1098600.7061669999,0.08001210809911496,3.085971127330001E7
743,9,39.09,67,1.83,300,49.89,1.32,0.75,13:53:57,13:54:19,1821995.7057549995,0.10276040012726084,4.638914258449995E7
744,9,40.0,55,1.82,300,50.0,1.31,0.75,13:54:19,13:54:42,1592250.908189,0.09646020347229478,4.763955155110001E7
745,9,37.86,54,1.71,243,47.46,1.28,0.78,13:54:42,13:55:03,2692409.591259,0.12187634045367823,8.26659987941E7
746,9,38.58,59,1.83,296,48.07,1.27,0.77,13:55:03,13:55:25,2458138.053236,0.11731270525822746,7.868798826640004E7
747,9,40.0,73,1.93,245,50.0,1.35,0.75,13:55:25,13:55:45,420121.7796319999,0.044754461850079474,2.2079575606799994E7
748,9,40.0,53,1.71,300,50.0,1.3,0.75,13:55:45,13:56:06,1006564.090599,0.07634246079309226,3.0713247090099987E7
749,9,38.73,57,1.75,225,48.58,1.29,0.76,13:56:06,13:56:25,1968237.9299509996,0.1064412730693749,5.7800074214899935E7
750,9,40.0,56,1.83,300,50.0,1.32,0.75,13:56:25,13:56:48,2185041.441264,0.11150294836092889,5.373164433359999E7
751,9,40.0,71,1.77,300,50.0,1.31,0.75,13:56:48,13:57:09,1267661.55488,0.08619188206926554,3.7029570121999994E7
752,9,40.0,48,1.87,300,50.0,1.32,0.75,13:57:09,13:57:31,1288654.1488009996,0.0869145571167953,3.11710862899E7
753,9,40.0,68,1.93,292,50.0,1.3,0.75,13:57:31,13:57:50,406887.6572290001,0.04378597525320749,1.97795016471E7
754,9,40.0,55,1.73,300,50.0,1.33,0.75,13:57:50,13:58:13,1617765.4360070003,0.09719472662501705,4.163812465929999E7
755,9,38.03,53,1.89,190,48.93,1.35,0.75,13:58:13,13:58:31,1317752.2305140002,0.08790140497793963,3.090556789859999E7
756,9,40.0,59,1.78,300,50.0,1.31,0.75,13:58:31,13:58:52,1230239.49977,0.08488051137600072,3.7545407193E7
757,9,40.0,60,1.99,254,49.1,1.35,0.75,13:58:52,13:59:13,2147989.439143,0.11066839609604329,4.583242922570001E7
758,9,40.0,58,1.92,300,50.0,1.35,0.75,13:59:13,13:59:35,1278255.8243540002,0.08655773372642939,3.3474202034600016E7
759,9,40.0,57,1.81,300,50.0,1.29,0.75,13:59:35,13:59:56,986789.6823839999,0.07552204303514576,3.355711744160001E7
760,9,35.6,52,1.67,192,48.07,1.29,0.77,13:59:56,14:00:14,2503706.4013269995,0.11822851830582337,7.209091621729998E7
761,9,40.0,65,1.97,300,50.0,1.33,0.75,14:00:14,14:00:34,1110283.801766,0.08046141749332714,3.114019885340001E7
762,9,39.99,53,1.82,300,50.0,1.31,0.75,14:00:34,14:00:56,1278878.6742410003,0.0865791699068168,3.875222894589998E7
763,9,39.33,54,1.88,300,49.83,1.28,0.75,14:00:56,14:01:18,937833.1294429998,0.07343819031160992,3.514461434569999E7
764,9,40.0,58,1.82,299,50.0,1.34,0.75,14:01:18,14:01:40,1721896.7199839999,0.10009929319732214,4.126703583160001E7
765,9,40.0,66,1.85,300,49.59,1.3,0.75,14:01:40,14:02:02,1222412.6693350002,0.08460238909137363,3.97442542065E7
766,9,39.99,49,1.8,300,50.0,1.33,0.75,14:02:02,14:02:24,1598419.649123,0.09663865040378505,4.2647213057699986E7
767,9,37.68,46,1.7,227,47.76,1.29,0.77,14:02:24,14:02:45,2757928.3483920004,0.12309191937784791,8.087394681080009E7
768,9,40.0,61,1.82,300,50.0,1.34,0.75,14:02:45,14:03:06,860611.8106240002,0.06998647121316348,2.85181343576E7
769,9,40.0,55,1.82,299,49.99,1.31,0.75,14:03:06,14:03:28,2234335.1950700004,0.11259509251740507,5.437287971300004E7
770,9,40.0,84,1.83,300,49.06,1.3,0.75,14:03:28,14:03:49,1308595.7591569999,0.08759269830935801,4.404222264430001E7
771,9,39.99,41,1.82,299,50.0,1.32,0.75,14:03:49,14:04:12,1290773.5340699998,0.08698701254121843,3.6737844293E7
772,9,40.0,72,1.81,300,49.67,1.31,0.75,14:04:12,14:04:34,1521147.4650890003,0.09436247499973627,3.811043657109999E7
773,9,39.99,55,1.83,299,50.0,1.32,0.75,14:04:34,14:04:55,2038105.570039,0.10812089237795663,5.573051731609997E7
774,9,40.0,63,1.85,300,50.0,1.32,0.75,14:04:55,14:05:17,1473238.974283,0.09290471770948527,4.029488816169999E7
775,9,40.0,56,1.81,300,49.99,1.31,0.75,14:05:17,14:05:39,1904787.1271920004,0.10487277034399645,5.18735491408E7
776,9,36.5,39,1.77,179,48.31,1.29,0.77,14:05:39,14:05:57,1360756.0616670002,0.08932941148151863,5.128958511330003E7
777,9,40.0,61,1.85,300,50.0,1.33,0.75,14:05:57,14:06:18,921619.2777779999,0.07273075300453824,3.007387499220001E7
778,9,39.77,60,1.87,280,50.0,1.32,0.75,14:06:18,14:06:39,1502007.9538810002,0.09378451949307065,4.423113629189998E7
779,9,40.0,55,1.79,300,50.0,1.32,0.75,14:06:39,14:07:02,1592087.4721509996,0.09645546814720962,4.278166078490001E7
780,9,37.75,54,1.88,251,48.78,1.26,0.76,14:07:02,14:07:22,1395774.5113610004,0.0904665356016352,5.031908298389999E7
781,9,40.0,58,1.79,300,50.0,1.35,0.75,14:07:22,14:07:44,2016872.2983349995,0.10761554454811928,5.0569604156499974E7
782,9,38.19,55,1.56,251,48.66,1.26,0.77,14:07:44,14:08:04,1305848.0629659998,0.08749973518762832,5.3471246263400026E7
783,9,40.0,57,2.0,300,50.0,1.35,0.75,14:08:04,14:08:26,1699851.228674,0.09949642532254632,3.728953402260001E7
784,9,39.67,68,1.74,213,50.0,1.3,0.75,14:08:26,14:08:44,1111777.5190109997,0.08051860784221954,2.895130586890001E7
785,9,40.0,55,1.88,300,50.0,1.33,0.75,14:08:44,14:09:06,1417818.0336519997,0.0911709495103512,3.6503630314799994E7
786,9,35.36,57,1.66,128,48.25,1.29,0.77,14:09:06,14:09:21,1685939.708306,0.09911273585537428,4.33951918694E7
787,9,40.0,56,1.98,300,50.0,1.33,0.75,14:09:21,14:09:41,1048063.0568250001,0.07802652689045297,2.7058996427500006E7
788,9,35.45,52,1.69,138,47.86,1.3,0.77,14:09:41,14:09:56,1142671.6821229998,0.08168874933097015,3.656001013770001E7
789,9,40.0,58,1.9,300,50.0,1.33,0.75,14:09:56,14:10:19,1858846.622612,0.1037101251949839,4.92442350688E7
790,9,37.67,48,1.61,275,49.19,1.25,0.76,14:10:19,14:10:40,2366284.3665670007,0.11542214007633622,7.452394398330005E7
791,9,39.74,59,1.73,300,49.92,1.3,0.75,14:10:40,14:11:02,2147635.3262300002,0.11066036237985322,5.8120278717000015E7
792,9,38.58,60,1.74,293,49.34,1.31,0.75,14:11:02,14:11:23,2075229.2654560003,0.10899404483085395,4.844856477440003E7
793,9,40.0,55,1.87,300,50.0,1.32,0.75,14:11:23,14:11:46,2313680.198797,0.11431136418668797,5.5730383030300006E7
794,9,37.67,55,1.54,245,47.87,1.27,0.77,14:11:46,14:12:07,1799148.4315690002,0.10216367807682403,6.237721025309999E7
795,9,40.0,57,1.85,300,50.0,1.33,0.75,14:12:07,14:12:29,1331944.931796,0.08837664095476216,3.9355404400399975E7
796,9,38.09,52,1.79,222,48.14,1.31,0.76,14:12:29,14:12:48,1830412.495867,0.10297869134341231,5.1058298193299994E7
